Net Square Meter,Number of Rooms,Floor Number,Heating Type,Credit Eligibility,Number of Bathrooms,Number of WC,Gross Square Meter,Building Age,Number of Floors in Building,Within Site,Balcony,house is furnished,Price,Location
160 m²,4+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,180 m²,16-20,4,Hayır,,Boş,3.750.000,İstanbul - Sancaktepe - Kemal Türkler Mh.
70 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun Değil,1,,75 m²,16-20,5,Hayır,,Boş,2.225.000,İstanbul - Bahçelievler - Soğanlı Mh.
115 m²,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,125 m²,5-10,4,Hayır,,Boş,9.850.000,İstanbul - Bakırköy - Zuhuratbaba Mh.
180 m²,4+2,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,,200 m²,11-15,4,Hayır,,Boş,7.000.000,İstanbul - Bağcılar - Sancaktepe Mh.
220 m²,3+1,7.Kat,Kombi Doğalgaz,Krediye Uygun,3,,235 m²,5-10,10,Evet,Var,Boş,11.400.000,İstanbul - Beylikdüzü - Adnan Kahveci Mh.
170 m²,5+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,3,,185 m²,5-10,5,Hayır,,Boş,7.500.000,İstanbul - Eyüpsultan - Alibeyköy Mh.
135 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,145 m²,11-15,4,Hayır,,Boş,5.800.000,İstanbul - Gaziosmanpaşa - Yıldıztabya Mh.
155 m²,4+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,,170 m²,5-10,5,Evet,,Boş,10.900.000,İstanbul - Eyüpsultan - Düğmeciler Mh.
80 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,,85 m²,21 Ve Üzeri,3,Hayır,,Boş,3.980.000,İstanbul - Eyüpsultan - Düğmeciler Mh.
156 m²,3+1,,Kombi Doğalgaz,Krediye Uygun,2,,185 m²,5-10,2,Hayır,,Boş,8.500.000,İstanbul - Silivri - Çanta Balaban Mh.
82 m²,2+1,12.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,,109 m²,4,24,Evet,,Boş,4.800.000,İstanbul - Kartal - Hürriyet Mh.
77 m²,2+1,21.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,,97 m²,4,24,Evet,,Boş,3.800.000,İstanbul - Kartal - Hürriyet Mh.
56 m²,2+1,21.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,,77 m²,4,24,Evet,,Boş,4.400.000,İstanbul - Kartal - Hürriyet Mh.
90 m²,2+1,9.Kat,Kombi Doğalgaz,Krediye Uygun,2,,110 m²,4,10,Evet,,Boş,3.450.000,İstanbul - Pendik - Ahmet Yesevi Mh.
150 m²,4+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,3,,165 m²,5-10,3,Hayır,,Boş,4.000.000,İstanbul - Tuzla - Orta Mh.
95 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,2,2,115 m²,5-10,5,Evet,Yok,Boş,9.200.000,İstanbul - Bakırköy - Osmaniye Mh.
90 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,1,105 m²,21 Ve Üzeri,5,Hayır,Var,Boş,2.750.000,İstanbul - Bahçelievler - Siyavuşpaşa Mh.
120 m²,3+1,3.Kat,Merkezi Doğalgaz,Krediye Uygun Değil,1,,130 m²,21 Ve Üzeri,5,Hayır,,,2.600.000,İstanbul - Bahçelievler - Zafer Mh.
105 m²,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,,120 m²,21 Ve Üzeri,4,Hayır,,,2.890.000,İstanbul - Kartal - Karlıktepe Mh.
200 m²,4+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,220 m²,4,5,Hayır,,Boş,4.500.000,İstanbul - Büyükçekmece - Celaliye Mh.
80 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,5-10,5,Hayır,,Boş,3.375.000,İstanbul - Bahçelievler - Zafer Mh.
125 m²,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,2,2,145 m²,5-10,6,Hayır,Var,Boş,3.635.000,İstanbul - Kartal - Hürriyet Mh.
90 m²,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,5-10,4,Hayır,,,1.460.000,İstanbul - Bahçelievler - Zafer Mh.
80 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,5-10,4,Hayır,,,1.460.000,İstanbul - Bahçelievler - Zafer Mh.
120 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,135 m²,4,4,Hayır,,,4.870.000,İstanbul - Bahçelievler - Yenibosna Merkez Mh.
80 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,5-10,4,Hayır,,,2.800.000,İstanbul - Bahçelievler - Zafer Mh.
130 m²,4+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,140 m²,5-10,4,Hayır,,Boş,3.950.000,İstanbul - Sancaktepe - Fatih Mh.
150 m²,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,180 m²,3,4,Hayır,,Eşyalı,9.500.000,İstanbul - Kartal - Karlıktepe Mh.
130 m²,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,145 m²,5-10,4,Hayır,,Boş,4.650.000,İstanbul - Kartal - Soğanlık Yeni Mh.
65 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun Değil,2,,85 m²,21 Ve Üzeri,7,Hayır,,Boş,2.050.000,İstanbul - Kartal - Orta Mh.
140 m²,3+2,Çatı Katı,Kombi Doğalgaz,Krediye Uygun,2,,170 m²,5-10,5,Hayır,,,4.750.000,İstanbul - Maltepe - Fındıklı Mh.
150 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,160 m²,21 Ve Üzeri,5,Hayır,,Boş,4.900.000,İstanbul - Gaziosmanpaşa - Hürriyet Mh.
170 m²,3+2,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,,180 m²,11-15,5,Hayır,,Boş,6.500.000,İstanbul - Gaziosmanpaşa - Yeni Mahalle Mh.
110 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,2,140 m²,21 Ve Üzeri,4,Hayır,,Boş,3.650.000,İstanbul - Ataşehir - Mustafa Kemal Mh.
165 m²,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,,205 m²,11-15,5,Hayır,,Eşyalı,4.800.000,İstanbul - Silivri - Yeni Mh.
60 m²,1+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,70 m²,5-10,6,Hayır,,,2.000.000,İstanbul - Bahçelievler - Şirinevler Mh.
200 m²,5+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun Değil,2,,210 m²,21 Ve Üzeri,6,Hayır,,,4.000.000,İstanbul - Bahçelievler - Şirinevler Mh.
350 m²,5+1,,Kombi Doğalgaz,Krediye Uygun,4,,400 m²,5-10,2,Evet,,Boş,17.500.000,İstanbul - Beylikdüzü - Sahil Mh.
80 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,4,6,Hayır,,,3.700.000,İstanbul - Bahçelievler - Şirinevler Mh.
100 m²,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,,110 m²,16-20,5,Hayır,,,2.500.000,İstanbul - Bahçelievler - Şirinevler Mh.
80 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun Değil,1,,85 m²,21 Ve Üzeri,6,Hayır,,,1.500.000,İstanbul - Bahçelievler - Şirinevler Mh.
90 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,11-15,5,Evet,Var,,3.995.000,İstanbul - Tuzla - Aydınlı Mh.
140 m²,3+1,6.Kat,Kombi Doğalgaz,Krediye Uygun,1,,150 m²,21 Ve Üzeri,6,Hayır,,,3.500.000,İstanbul - Bahçelievler - Şirinevler Mh.
90 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,,100 m²,21 Ve Üzeri,5,Hayır,,,2.000.000,İstanbul - Bahçelievler - Hürriyet Mh.
118 m²,3.5+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,2,145 m²,5-10,5,Evet,Var,Boş,7.100.000,İstanbul - Tuzla - Yayla Mh.
130 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,140 m²,11-15,13,Hayır,,,3.500.000,İstanbul - Bahçelievler - Cumhuriyet Mh.
80 m²,2+1,Bahçe Katı,Merkezi Doğalgaz,Krediye Uygun,1,,90 m²,11-15,5,Hayır,,,1.680.000,İstanbul - Sultangazi - Cebeci Mh.
160 m²,4+1,5.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,,170 m²,21 Ve Üzeri,5,Hayır,,,2.500.000,İstanbul - Bahçelievler - Siyavuşpaşa Mh.
96 m²,2+1,13.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,116 m²,5-10,18,Evet,,,5.500.000,İstanbul - Avcılar - Tahtakale Mh.
95 m²,2+1,Bahçe Katı,Isıtma Yok,Krediye Uygun Değil,1,,110 m²,21 Ve Üzeri,6,Hayır,,,1.290.000,İstanbul - Küçükçekmece - Atatürk Mh.
100 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,110 m²,5-10,5,Hayır,,,3.750.000,İstanbul - Sultangazi - İsmetpaşa Mh.
80 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,21 Ve Üzeri,4,Hayır,Var,Boş,5.400.000,İstanbul - Maltepe - İdealtepe Mh.
180 m²,4+2,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,2,200 m²,5-10,5,Hayır,Var,Boş,6.745.000,İstanbul - Kartal - Hürriyet Mh.
200 m²,6+2,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,4,220 m²,5-10,3,Hayır,Var,Boş,4.600.000,İstanbul - Pendik - Güzelyalı Mh.
200 m²,5+2,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,3,210 m²,5-10,3,Hayır,Var,Boş,3.100.000,İstanbul - Pendik - Ahmet Yesevi Mh.
115 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,120 m²,5-10,5,Hayır,,,3.250.000,İstanbul - Sultangazi - İsmetpaşa Mh.
85 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,21 Ve Üzeri,4,Hayır,,,2.120.000,İstanbul - Bahçelievler - Zafer Mh.
175 m²,4+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,2,180 m²,5-10,4,Hayır,Var,,4.650.000,İstanbul - Sultangazi - Cebeci Mh.
70 m²,3+1,2.Kat,Sobalı,Krediye Uygun Değil,1,1,90 m²,21 Ve Üzeri,2,Hayır,Yok,Boş,1.795.000,İstanbul - Kartal - Gümüşpınar Mh.
100 m²,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,1,120 m²,21 Ve Üzeri,5,Hayır,Var,Boş,2.300.000,İstanbul - Gaziosmanpaşa - Şemsipaşa Mh.
110 m²,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,11-15,5,Hayır,,,2.850.000,İstanbul - Bayrampaşa - Muratpaşa Mh.
315 m²,4+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,2,340 m²,21 Ve Üzeri,4,Hayır,,Boş,8.900.000,İstanbul - Gaziosmanpaşa - Sarıgöl Mh.
205 m²,3+2,,Kombi Doğalgaz,Krediye Uygun,3,,300 m²,0 (Yeni),2,Hayır,,Boş,18.000.000,İstanbul - Büyükçekmece - Hürriyet Mh.
145 m²,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,,155 m²,5-10,3,Evet,,Boş,7.500.000,İstanbul - Büyükçekmece - 19 Mayıs Mh.
80 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,0 (Yeni),5,Hayır,,Boş,4.150.000,İstanbul - Büyükçekmece - Fatih Mh.
125 m²,4+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,140 m²,4,4,Evet,,,4.500.000,İstanbul - Bahçelievler - Yenibosna Merkez Mh.
45 m²,1+1,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,,70 m²,3,22,Hayır,,,4.550.000,İstanbul - Kadıköy - Fikirtepe Mh.
60 m²,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,,70 m²,21 Ve Üzeri,4,Hayır,,Boş,2.075.000,İstanbul - Kartal - Hürriyet Mh.
70 m²,2+1,12.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,109 m²,4,23,Evet,,Boş,7.550.000,İstanbul - Kadıköy - Fikirtepe Mh.
80 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,5-10,4,Hayır,,Boş,2.775.000,İstanbul - Sancaktepe - Merve Mh.
110 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,120 m²,16-20,4,Hayır,,,3.950.000,İstanbul - Gaziosmanpaşa - Pazariçi Mh.
185 m²,4+2,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,,200 m²,5-10,5,Hayır,,Boş,5.750.000,İstanbul - Gaziosmanpaşa - Yeni Mahalle Mh.
90 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,11-15,5,Hayır,,Boş,2.650.000,İstanbul - Sultangazi - Yunus Emre Mh.
85 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun Değil,1,,100 m²,21 Ve Üzeri,5,Hayır,,,1.950.000,İstanbul - Küçükçekmece - Tevfik Bey Mh.
153 m²,5+1,Çatı Katı,Kombi Doğalgaz,Krediye Uygun,2,,158 m²,5-10,5,Hayır,,,8.500.000,İstanbul - Kağıthane - Çağlayan Mh.
90 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,5-10,5,Hayır,,Boş,2.000.000,İstanbul - Sultangazi - 50. Yıl Mh.
110 m²,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,2,,120 m²,5-10,5,Hayır,,Boş,3.325.000,İstanbul - Sultangazi - 50. Yıl Mh.
60 m²,1+1,Düz Giriş (Zemin),Doğalgaz Sobalı,Krediye Uygun,1,,65 m²,21 Ve Üzeri,5,Hayır,,Boş,3.700.000,İstanbul - Şişli - 19 Mayıs Mh.
160 m²,3+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,175 m²,5-10,5,Hayır,,Boş,4.780.000,İstanbul - Sultangazi - 75. Yıl Mh.
110 m²,3+1,6.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,,120 m²,21 Ve Üzeri,6,Hayır,,,1.649.000,İstanbul - Esenler - Fevzi Çakmak Mh.
115 m²,3+1,6.Kat,Kombi Doğalgaz,Krediye Uygun,2,,130 m²,11-15,7,Evet,,Boş,4.985.000,İstanbul - Pendik - Kurtköy Mh.
80 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,1,85 m²,11-15,3,Hayır,Var,Boş,2.585.000,İstanbul - Küçükçekmece - Tevfik Bey Mh.
70 m²,1+1,6.Kat,VRV,Krediye Uygun,1,,96 m²,5-10,15,Hayır,,Eşyalı,14.500.000,İstanbul - Üsküdar - Ünalan Mh.
170 m²,4+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,,190 m²,11-15,5,Hayır,Var,,4.520.000,İstanbul - Sultangazi - İsmetpaşa Mh.
90 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,110 m²,21 Ve Üzeri,5,Hayır,,,3.700.000,İstanbul - Bayrampaşa - Kartaltepe Mh.
80 m²,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,21 Ve Üzeri,5,Hayır,,,1.800.000,İstanbul - Silivri - Alibey Mh.
85 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,11-15,4,Hayır,,,3.700.000,İstanbul - Bahçelievler - Zafer Mh.
85 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,21 Ve Üzeri,5,Hayır,,,2.120.000,İstanbul - Bahçelievler - Zafer Mh.
80 m²,2+1,Çatı Katı,Doğalgaz Sobalı,Bilinmiyor,1,,85 m²,21 Ve Üzeri,5,Hayır,,,1.070.000,İstanbul - Bahçelievler - Zafer Mh.
75 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,5-10,4,Hayır,,Boş,2.900.000,İstanbul - Küçükçekmece - Tevfik Bey Mh.
220 m²,5+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,3,240 m²,11-15,4,Hayır,,Boş,12.000.000,İstanbul - Bahçelievler - Yenibosna Merkez Mh.
85 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,11-15,5,Hayır,,Boş,3.050.000,İstanbul - Gaziosmanpaşa - Merkez Mh.
300 m²,9+ Oda,,Kombi Doğalgaz,Krediye Uygun,5,,400 m²,11-15,4,Hayır,Var,,24.999.999,İstanbul - Büyükçekmece - Yenimahalle Mh.
75 m²,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,,90 m²,21 Ve Üzeri,5,Hayır,,,1.070.000,İstanbul - Bahçelievler - Zafer Mh.
85 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,,95 m²,2,4,Hayır,,Boş,2.990.000,İstanbul - Küçükçekmece - Söğütlü Çeşme Mh.
120 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,2,135 m²,21 Ve Üzeri,5,Hayır,Var,Boş,3.680.000,İstanbul - Bahçelievler - Siyavuşpaşa Mh.
85 m²,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,5-10,4,Hayır,,,1.460.000,İstanbul - Bahçelievler - Zafer Mh.
1 m²,4+1,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,,160 m²,5-10,4,Hayır,,,6.500.000,İstanbul - Bahçelievler - Yenibosna Merkez Mh.
150 m²,3+1,14.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,,160 m²,4,14,Hayır,,Boş,9.400.000,İstanbul - Küçükçekmece - Fatih Mh.
80 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,21 Ve Üzeri,4,Hayır,,,2.100.000,İstanbul - Güngören - Akıncılar Mh.
120 m²,3+1,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,130 m²,4,11,Evet,,Boş,5.650.000,İstanbul - Gaziosmanpaşa - Sarıgöl Mh.
165 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,,170 m²,11-15,9,Evet,,,7.000.000,İstanbul - Başakşehir - Bahçeşehir 2. Kısım Mh.
70 m²,1+1,2.Kat,Sobalı,Krediye Uygun Değil,1,,80 m²,21 Ve Üzeri,4,Hayır,,Boş,1.335.000,İstanbul - Pendik - Fatih Mh.
60 m²,1+1,7.Kat,Kombi Doğalgaz,Krediye Uygun,1,,65 m²,11-15,9,Evet,,,2.275.000,İstanbul - Başakşehir - Bahçeşehir 2. Kısım Mh.
157 m²,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,3,165 m²,11-15,7,Hayır,Var,Boş,10.250.000,İstanbul - Bağcılar - Yenimahalle Mh.
132 m²,4+1,9.Kat,Kombi Doğalgaz,Krediye Uygun,2,,170 m²,11-15,9,Hayır,,Boş,22.500.000,İstanbul - Kadıköy - Fenerbahçe Mh.
60 m²,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,1,5,Hayır,,Boş,3.600.000,İstanbul - Tuzla - İstasyon Mh.
75 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,1,90 m²,16-20,5,Hayır,Var,Boş,2.600.000,İstanbul - Bahçelievler - Hürriyet Mh.
80 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,1,100 m²,21 Ve Üzeri,4,Evet,Var,Boş,3.100.000,İstanbul - Kartal - Hürriyet Mh.
120 m²,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,2,135 m²,5-10,12,Evet,Var,Boş,7.350.000,İstanbul - Bağcılar - Fevzi Çakmak Mh.
75 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,21 Ve Üzeri,3,Hayır,,,3.950.000,İstanbul - Maltepe - Küçükyalı Mh.
105 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,2,120 m²,21 Ve Üzeri,5,Hayır,Var,Boş,3.400.000,İstanbul - Bahçelievler - Soğanlı Mh.
60 m²,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,21 Ve Üzeri,5,Hayır,,Boş,1.680.000,İstanbul - Güngören - Merkez Mh.
100 m²,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,,120 m²,16-20,7,Hayır,,,4.500.000,İstanbul - Beykoz - Kavacık Mh.
100 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,,120 m²,5-10,17,Evet,,Boş,2.300.000,İstanbul - Esenyurt - Pınar Mh.
85 m²,2+1,3.Kat,Merkezi Doğalgaz,Krediye Uygun,1,,100 m²,21 Ve Üzeri,5,Evet,,,1.250.000,İstanbul - Avcılar - Cihangir Mh.
90 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,1,110 m²,21 Ve Üzeri,5,Hayır,Var,Boş,2.500.000,İstanbul - Bahçelievler - Hürriyet Mh.
85 m²,2+1,Kot 4 (-4).Kat,Kombi Doğalgaz,Krediye Uygun,1,,90 m²,5-10,5,Hayır,Var,,4.900.000,İstanbul - Bahçelievler - Şirinevler Mh.
70 m²,2+1,Bahçe Katı,Merkezi (Pay Ölçer),Krediye Uygun Değil,1,,100 m²,5-10,4,Hayır,,Boş,3.850.000,İstanbul - Maltepe - Bağlarbaşı Mh.
90 m²,2+1,12.Kat,Kombi Doğalgaz,Krediye Uygun,2,,98 m²,11-15,12,Evet,,Boş,3.150.000,İstanbul - Büyükçekmece - Türkoba Mh.
25 m²,Stüdyo,15.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,,35 m²,5-10,15,Evet,,Boş,1.800.000,İstanbul - Küçükçekmece - Atakent Mh.
25 m²,Stüdyo,15.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,,35 m²,5-10,15,Evet,,Boş,1.800.000,İstanbul - Küçükçekmece - Atakent Mh.
130 m²,4+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,,144 m²,16-20,5,Evet,,Boş,4.500.000,İstanbul - Beylikdüzü - Kavaklı Mh.
56 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,,68 m²,11-15,4,Hayır,,,1.790.000,İstanbul - Küçükçekmece - Atatürk Mh.
110 m²,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,,120 m²,21 Ve Üzeri,5,Evet,,Boş,4.200.000,İstanbul - Kartal - Uğur Mumcu Mh.
80 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,85 m²,21 Ve Üzeri,3,Hayır,,Boş,2.500.000,İstanbul - Fatih - Hırka-i Şerif Mh.
70 m²,1+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,75 m²,21 Ve Üzeri,4,Hayır,,Boş,3.350.000,İstanbul - Fatih - Ayvansaray Mh.
90 m²,3+1,Yüksek Giriş,Kombi Doğalgaz,Bilinmiyor,1,1,110 m²,16-20,5,Hayır,Var,,2.975.000,İstanbul - Pendik - Güzelyalı Mh.
160 m²,4+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,,180 m²,5-10,4,Hayır,,Eşyalı,5.250.000,İstanbul - Kağıthane - Talatpaşa Mh.
130 m²,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,,145 m²,16-20,5,Evet,,Boş,5.200.000,İstanbul - Ümraniye - Mehmet Akif Mh.
85 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,,95 m²,21 Ve Üzeri,4,Hayır,,,2.185.000,İstanbul - Güngören - Mareşal Çakmak Mh.
75 m²,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,,85 m²,16-20,5,Evet,Var,,2.700.000,İstanbul - Arnavutköy - Hadımköy Mh.
75 m²,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,2,85 m²,11-15,1,Hayır,Var,Boş,3.650.000,İstanbul - Sultangazi - İsmetpaşa Mh.
65 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,1,80 m²,5-10,4,Hayır,Var,Boş,2.800.000,İstanbul - Çekmeköy - Merkez Mh.
95 m²,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,,100 m²,5-10,3,Hayır,,,6.500.000,İstanbul - Bayrampaşa - Yıldırım Mh.
60 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,,70 m²,21 Ve Üzeri,3,Hayır,,,1.900.000,İstanbul - Fatih - Silivrikapı Mh.
90 m²,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun Değil,1,,100 m²,21 Ve Üzeri,5,Hayır,,,2.500.000,İstanbul - Sultangazi - İsmetpaşa Mh.
95 m²,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,1,100 m²,16-20,5,Hayır,Var,Boş,1.500.000,İstanbul - Küçükçekmece - Mehmet Akif Mh.
150 m²,4+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,2,,223 m²,3,11,Evet,,,14.000.000,İstanbul - Küçükçekmece - İnönü Mh.
115 m²,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,,130 m²,2,4,Hayır,,,5.600.000,İstanbul - Sancaktepe - Abdurrahmangazi Mh.
180 m²,4+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,239 m²,0 (Yeni),4,Evet,,Boş,25.000.000,İstanbul - Küçükçekmece - Atakent Mh.
145 m²,3+1,13.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,,171 m²,5-10,20,Evet,,Boş,12.000.000,İstanbul - Küçükçekmece - Atakent Mh.
135 m²,3+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,,155 m²,21 Ve Üzeri,4,Hayır,,,6.100.000,İstanbul - Avcılar - Denizköşkler Mh.
90 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun Değil,1,,95 m²,21 Ve Üzeri,3,Hayır,,,2.300.000,İstanbul - Pendik - Kavakpınar Mh.
127 m²,3+1,Müstakil,Merkezi Doğalgaz,Krediye Uygun,2,2,140 m²,5-10,27,Hayır,,Boş,3.600.000,İstanbul - Esenyurt - Yeşilkent Mh.
110 m²,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,2,2,120 m²,11-15,4,Hayır,Yok,Boş,2.850.000,İstanbul - Esenyurt - Namık Kemal Mh.
85 m²,2+1,1.Kat,Doğalgaz Sobalı,Krediye Uygun Değil,1,,100 m²,21 Ve Üzeri,4,Hayır,,Boş,1.950.000,İstanbul - Sultangazi - 50. Yıl Mh.
